district,min_similarity,max_similarity,similarity_range,most_similar ⬅
CT-01,0.05273205856023449,0.16144022113463546,0.10870816257440097,MD-02,NJ-01,IN-07,TX-34,MD-03,MN-04,CT-03,OR-01,FL-05,NV-01,NJ-06,MD-08,NJ-12,WA-02,TX-35,MI-12,FL-23,TN-05,MA-03,CA-41,RI-01,NM-03
CT-02,0.08884539943069648,0.20820979804034204,0.11936439860964555,MI-09,RI-02,OR-04,MI-05,DE-00,MA-09,GA-02,WA-06,KY-03,ME-01,TX-15,MO-05,NM-03,NJ-06,FL-09,CT-03,TN-05,CO-07,WA-10,OR-05,IL-17,NY-20
CT-03,0.10665055086590036,0.17856846026104387,0.0719179093951435,CT-01,MD-02,NJ-06,FL-05,MI-12,MA-03,OH-13,KY-03,TN-05,MI-05,OH-09,TX-34,NJ-01,RI-02,OR-01,NM-03,WA-02,NV-01,MI-09,GA-02,MD-03,IN-07
CT-04,0.0620350707261626,0.15437392914608344,0.09233885841992084,IL-11,CA-26,IL-08,TX-15,CA-16,CO-02,CA-09,MD-06,MO-05,FL-22,AZ-09,CA-03,CA-52,FL-09,IN-07,WA-10,TX-34,OR-01,CA-47,WA-01,CO-07,CA-41
CT-05,0.09440963933836416,0.18849685673771865,0.0940872173993545,OR-05,NH-02,NV-04,AZ-01,CO-07,NY-03,IA-02,CA-03,IL-17,OR-04,CA-36,WA-10,MD-06,WA-01,CA-07,FL-09,NH-01,TX-23,FL-22,AZ-09,MO-05,MA-09
DE-00,0.07808008709011534,0.1683888060412568,0.09030871895114147,MI-09,ME-01,GA-02,FL-09,TX-15,WA-06,MO-05,WA-10,TN-05,NM-03,CO-07,CT-02,FL-22,KY-03,OR-01,CO-02,OR-04,FL-23,TX-34,NJ-06,MI-05,MD-06
FL-01,0.06016331938980768,0.17184034741584994,0.11167702802604226,AZ-04,OK-04,MS-04,TN-08,TX-12,SC-03,MO-03,TN-07,AL-05,KY-01,MO-07,MO-04,KY-04,TN-02,AL-06,ID-01,IN-03,TX-01,WY-00,MS-01,MO-06,IN-06
FL-02,0.1917561863408845,0.288388618013957,0.09663243167307248,ND-00,WV-03,TN-04,IN-08,OH-06,MN-06,TN-03,NC-11,WV-01,NC-10,FL-17,AL-03,ID-01,ID-02,IN-02,MI-04,IN-04,KS-02,FL-11,SD-00,WV-02,KY-04
FL-03,0.08372302550672663,0.14128568575761666,0.05756266025089003,CA-42,MO-02,TX-31,TX-10,TX-06,OK-05,TX-25,NV-02,AZ-06,TX-24,VA-01,TX-22,NC-05,WA-05,IN-05,FL-06,NC-06,GA-07,CA-01,NC-08,VA-05,MI-02
FL-04,0.11840466101467453,0.33376037998839836,0.21535571897372383,TX-05,AL-01,GA-03,OK-01,GA-08,GA-10,AZ-08,TX-03,CA-23,TN-02,TX-26,TX-19,OH-08,MS-03,TX-04,GA-14,IL-18,TN-06,TX-12,FL-01,TN-08,OK-04
FL-05,0.08393440891553355,0.1719325739934117,0.08799816507787814,MD-02,MI-12,CT-01,MD-03,NJ-12,NJ-01,OH-09,TX-35,MD-05,CT-03,TX-34,MD-08,MN-04,NJ-06,TN-05,WA-02,MA-03,FL-23,NV-01,NJ-09,OR-01,KY-03
FL-06,0.061457831071393985,0.11663363580031273,0.05517580472891875,NC-08,NC-05,VA-05,FL-16,WI-07,NC-06,WI-08,CA-01,WA-05,SC-07,VA-01,CA-42,TX-06,KY-06,NC-07,WI-06,CO-03,NC-02,OH-01,OH-14,VA-07,MI-03
FL-07,0.10362166761831233,0.2555803787461002,0.15195871112778786,CA-49,NV-03,VA-10,NJ-05,MN-02,CA-10,NJ-07,MN-03,CA-39,CA-45,CA-48,IL-06,TX-07,CO-06,CA-21,WA-08,VA-07,MI-11,NJ-11,TX-23,VA-04,IL-14
